object name,library name,text,rodata,data,bss,code,flash,ram
sha512.c.obj,lib\libmbedtls.a,4888,640,0,0,5528,5528,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,234,10869,0,596,11103,11103,596
ssl_cli.c.obj,lib\libmbedtls.a,11530,5199,0,0,16729,16729,0
ssl_msg.c.obj,lib\libmbedtls.a,15834,7485,0,0,23319,23319,0
ssl_srv.c.obj,lib\libmbedtls.a,11458,4450,0,0,15908,15908,0
ssl_tls.c.obj,lib\libmbedtls.a,13010,2891,47,0,15901,15948,47
timing.c.obj,lib\libmbedtls.a,184,0,0,20,184,184,20
version.c.obj,lib\libmbedtls.a,8,0,0,0,8,8,0
x509.c.obj,lib\libmbedtls.a,2446,79,0,0,2525,2525,0
x509_crl.c.obj,lib\libmbedtls.a,122,0,0,0,122,122,0
x509_crt.c.obj,lib\libmbedtls.a,6802,2221,0,0,9023,9023,0
ml.c.obj,lib\libml.a,462,0,0,4,462,462,4
ml_cp936.c.obj,lib\libml.a,204,15920,24,0,16124,16148,24
ml_gsm.c.obj,lib\libml.a,232,532,24,0,764,788,24
ml_ira.c.obj,lib\libml.a,60,0,24,0,60,84,24
ml_iso8859_1.c.obj,lib\libml.a,48,0,24,0,48,72,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,368,0,24,0,368,392,24
pb_common.c.obj,lib\libnanopb.a,202,0,0,0,202,202,0
pb_decode.c.obj,lib\libnanopb.a,2938,361,0,0,3299,3299,0
pb_encode.c.obj,lib\libnanopb.a,1824,193,0,0,2017,2017,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
cfw_sockets_api.c.obj,lib\libnet.a,2096,179,0,384,2275,2275,384
lwipports.c.obj,lib\libnet.a,908,0,0,24,908,908,24
nd6_reply.c.obj,lib\libnet.a,752,312,50,200,1064,1114,250
netdev_interface.c.obj,lib\libnet.a,604,69,40,1,673,713,41
netdev_interface_nat_lan.c.obj,lib\libnet.a,288,152,0,28,440,440,28
netif_gprs.c.obj,lib\libnet.a,1360,99,0,5544,1459,1459,5544
netif_nat_lan_lwip.c.obj,lib\libnet.a,1464,391,0,5544,1855,1855,5544
netif_nat_wan.c.obj,lib\libnet.a,1644,634,0,0,2278,2278,0
netif_psm.c.obj,lib\libnet.a,1412,386,0,4,1798,1798,4
netmain.c.obj,lib\libnet.a,648,119,0,4,767,767,4
netutils.c.obj,lib\libnet.a,120,0,0,0,120,120,0
ppp6_reply.c.obj,lib\libnet.a,1148,262,0,0,1410,1410,0
ppp_interface.c.obj,lib\libnet.a,5166,1006,0,8,6172,6172,8
nvm_8910.c.obj,lib\libnvm.a,2422,1236,0,4,3658,3658,4
nvm_migration.c.obj,lib\libnvm.a,288,249,0,0,537,537,0
ql_embed_nor_flash.c.obj,lib\liboql_core_drv.a,340,229,0,0,569,569,0
quec_customer_cfg.c.obj,lib\liboql_core_drv.a,0,353,69,0,353,422,69
quec_internal_cfg.c.obj,lib\liboql_core_drv.a,0,281,319,0,281,600,319
quec_pin_cfg_EC200U.c.obj,lib\liboql_core_drv.a,0,648,0,0,648,648,0
quec_pin_init.c.obj,lib\liboql_core_drv.a,264,20,0,0,284,284,0
quec_virt_func_bsp.c.obj,lib\liboql_core_virt_func.a,104,0,0,0,104,104,0
quec_virt_func_modem.c.obj,lib\liboql_core_virt_func.a,124,0,0,5,124,124,5
quec_virt_func_proto_stack.c.obj,lib\liboql_core_virt_func.a,224,0,0,0,224,224,0
osi_mem.c.obj,lib\libosi_core.a,3106,0,0,69,3106,3106,69
osi_timer.c.obj,lib\libosi_core.a,3466,7,0,56,3473,3473,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1320,0,0,0,1320,1320,0
osi_event_hub.c.obj,lib\libosi_lib.a,780,141,0,0,921,921,0
osi_fifo.c.obj,lib\libosi_lib.a,278,0,0,0,278,278,0
osi_hdlc.c.obj,lib\libosi_lib.a,730,0,0,0,730,730,0
osi_mem_record.c.obj,lib\libosi_lib.a,72,4,0,8196,76,76,8196
osi_mem_recycler.c.obj,lib\libosi_lib.a,128,0,0,0,128,128,0
osi_order_list.c.obj,lib\libosi_lib.a,528,0,0,0,528,528,0
osi_pipe.c.obj,lib\libosi_lib.a,1104,64,0,0,1168,1168,0
osi_vsmap.c.obj,lib\libosi_lib.a,170,0,0,0,170,170,0
osi_work.c.obj,lib\libosi_lib.a,894,18,0,12,912,912,12
ql_atcmd_handler.c.obj,lib\libql_open_at.a,288,225,0,0,513,513,0
quec_spi_nor_flash_prop.c.obj,lib\libql_spi4_nor_prop.a,24,0,160,0,24,184,160
rpc_aud.c.obj,lib\librpc_core.a,1518,0,0,0,1518,1518,0
rpc_daemon.c.obj,lib\librpc_core.a,1100,359,0,4,1459,1459,4
rpc_dispatch_ap.c.obj,lib\librpc_core.a,136,22614,0,0,22750,22750,0
rpc_hello_ap.c.obj,lib\librpc_core.a,42,27,0,0,69,69,0
aes.c.obj,lib\libservice.a,2584,0,0,8748,2584,2584,8748
bignum.c.obj,lib\libservice.a,5090,0,0,0,5090,5090,0
rsa.c.obj,lib\libservice.a,720,80,0,0,800,800,0
sha1.c.obj,lib\libservice.a,4350,64,0,0,4414,4414,0
sha2.c.obj,lib\libservice.a,7630,64,0,0,7694,7694,0
simlock.c.obj,lib\libservice.a,1182,589,0,0,1771,1771,0
simlock_aescrypt.c.obj,lib\libservice.a,288,101,0,0,389,389,0
simlock_storage.c.obj,lib\libservice.a,420,361,0,0,781,781,0
srv_bt_trace.c.obj,lib\libservice.a,432,122,0,4,554,554,4
srv_fs_trace.c.obj,lib\libservice.a,3626,355,4,20,3981,3985,24
srv_keypad.c.obj,lib\libservice.a,676,81,0,4,757,757,4
srv_pm.c.obj,lib\libservice.a,1362,310,0,4,1672,1672,4
srv_pm_main.c.obj,lib\libservice.a,100,18,0,4,118,118,4
srv_rf_param.c.obj,lib\libservice.a,294,140,0,0,434,434,0
srv_sim_detect.c.obj,lib\libservice.a,812,157,0,48,969,969,48
srv_simlock.c.obj,lib\libservice.a,532,1015,0,4,1547,1547,4
srv_usb.c.obj,lib\libservice.a,96,20,0,0,116,116,0
srv_wdt.c.obj,lib\libservice.a,142,0,8,0,142,150,8
LzFind.c.obj,lib\libsffs_core.a,3130,0,0,0,3130,3130,0
LzmaEnc.c.obj,lib\libsffs_core.a,9644,192,0,0,9836,9836,0
lzmar.c.obj,lib\libsffs_core.a,272,0,8,0,272,280,8
sffs.c.obj,lib\libsffs_core.a,10758,36,0,0,10794,10794,0
lib_a-environ.o,..\..\components\newlib\armca5\libc.a,0,0,4,4,0,4,8
panel_desc.c.obj,lib\liblcdpanel.a,0,0,16,0,0,16,16
hal_build_revision.c.obj,lib\libhal.a,0,0,17,0,0,17,17
vectors.S.obj,lib\libkernel.a,0,0,0,0,0,0,0
